256 256
23733 (-1965.09,-2334.14) (1755.02,1492.4) (-2131.24,281.582) (-684.954,-1668.01) (-266.997,1537.57) (-413.099,1521.93) (798.051,1440.57) (-2051.27,368.685) (-231.245,1454.91) (604.927,-20.0803) (-129.825,-80.6234) (1599.06,1464.84) (-1848.82,-332.581) (772.011,-403.492) (-276.731,524.401) (793.086,-977.725) (28.1887,780.218) (977.497,-1292.51) (-757.361,125.758) (685.877,-238.789) (70.2365,-988.706) (-1150.9,984.988) (465.293,-306.392) (-49.9575,994.231) (8.78949,-110.639) (-433.811,712.104) (617.676,1169.83) (-408.05,-853.991) (-331.968,1105.34) (543.137,-26.5878) (47.8266,133.72) (-616.503,221.435) (439.084,-466.406) (-698.593,-49.96) (861.542,-729.791) (-351.712,53.8094) (-259.385,-474.068) (-814.561,-278.742) (166.325,410.301) (363.799,-147.029) (-250.341,338.234) (-105.428,-358.279) (192.503,469.603) (101.695,-138.41) (212.49,351.017) (-601.157,283.057) (395.815,-133.512) (-275.019,-216.548) (95.212,537.968) (-212.21,226.843) (325.435,-413.499) (-483.167,-183.344) (708.696,435.34) (-186.103,-168.189) (-145.308,596.652) (373.227,-82.6223) (70.5602,-422.645) (-281.596,143.392) (-185.586,-28.309) (-198.546,-208.564) (-239.368,268.866) (-178.324,43.3983) (-86.5877,536.733) (-462,-227) (380.655,492.281) (-368.371,-547.601) (316.017,614.414) (75.1138,-287.493) (-87.6744,-352.987) (-360.399,471.331) (542.449,-301.062) (-47.6173,-392.87) (-147.46,89.9211) (242.089,-91.6438) (-407.731,-250.491) (-63.1985,167.454) (300.616,574.232) (87.3103,-492.081) (-167.582,461.735) (131.843,-185.49) (80.9041,121.099) (-22.1987,80.9307) (39.2202,10.8996) (-223.321,-222.719) (34.2891,223.481) (111.031,-91.5654) (-234.027,109.387) (92.8926,78.356) (85.399,-194.491) (-98.32,-189.307) (-31.3489,381.707) (121.024,8.41287) (-15.3791,-251.367) (61.5436,-3.40837) (-107.074,-38.3167) (100.503,-194.565) (-240.321,-53.7345) (89.268,65.4443) (-19.4423,-44.036) (-21.3545,-20.6052) (-90.1409,226.677) (142.724,-119.64) (89.4851,-41.0966) (-38.9607,147.871) (79.2408,-149.591) (41.7526,-34.1237) (-126.575,-255.159) (139.82,39.0218) (111.324,-130.169) (40.7739,-5.39854) (-7.3862,-22.6074) (14.0895,77.3332) (-78.9932,214.705) (46.4186,24.4328) (93.2418,81.7706) (-187.076,235.667) (182.786,-67.2429) (-106.542,146.174) (-122.977,-23.5611) (-90.1168,66.6925) (-15.8991,-122.056) (-221.234,35.3859) (-109.491,136.327) (-5.215,21.7546) (-139.889,29.2759) (-94.6574,-0.353702) (87.8961,-54.623) -305 (87.8961,54.623) (-94.6574,0.353702) (-139.889,-29.2759) (-5.215,-21.7546) (-109.491,-136.327) (-221.234,-35.3859) (-15.8991,122.056) (-90.1168,-66.6925) (-122.977,23.5611) (-106.542,-146.174) (182.786,67.2429) (-187.076,-235.667) (93.2418,-81.7706) (46.4186,-24.4328) (-78.9932,-214.705) (14.0895,-77.3332) (-7.3862,22.6074) (40.7739,5.39854) (111.324,130.169) (139.82,-39.0218) (-126.575,255.159) (41.7526,34.1237) (79.2408,149.591) (-38.9607,-147.871) (89.4851,41.0966) (142.724,119.64) (-90.1409,-226.677) (-21.3545,20.6052) (-19.4423,44.036) (89.268,-65.4443) (-240.321,53.7345) (100.503,194.565) (-107.074,38.3167) (61.5436,3.40837) (-15.3791,251.367) (121.024,-8.41287) (-31.3489,-381.707) (-98.32,189.307) (85.399,194.491) (92.8926,-78.356) (-234.027,-109.387) (111.031,91.5654) (34.2891,-223.481) (-223.321,222.719) (39.2202,-10.8996) (-22.1987,-80.9307) (80.9041,-121.099) (131.843,185.49) (-167.582,-461.735) (87.3103,492.081) (300.616,-574.232) (-63.1985,-167.454) (-407.731,250.491) (242.089,91.6438) (-147.46,-89.9211) (-47.6173,392.87) (542.449,301.062) (-360.399,-471.331) (-87.6744,352.987) (75.1138,287.493) (316.017,-614.414) (-368.371,547.601) (380.655,-492.281) (-462,227) (-86.5877,-536.733) (-178.324,-43.3983) (-239.368,-268.866) (-198.546,208.564) (-185.586,28.309) (-281.596,-143.392) (70.5602,422.645) (373.227,82.6223) (-145.308,-596.652) (-186.103,168.189) (708.696,-435.34) (-483.167,183.344) (325.435,413.499) (-212.21,-226.843) (95.212,-537.968) (-275.019,216.548) (395.815,133.512) (-601.157,-283.057) (212.49,-351.017) (101.695,138.41) (192.503,-469.603) (-105.428,358.279) (-250.341,-338.234) (363.799,147.029) (166.325,-410.301) (-814.561,278.742) (-259.385,474.068) (-351.712,-53.8094) (861.542,729.791) (-698.593,49.96) (439.084,466.406) (-616.503,-221.435) (47.8266,-133.72) (543.137,26.5878) (-331.968,-1105.34) (-408.05,853.991) (617.676,-1169.83) (-433.811,-712.104) (8.78949,110.639) (-49.9575,-994.231) (465.293,306.392) (-1150.9,-984.988) (70.2365,988.706) (685.877,238.789) (-757.361,-125.758) (977.497,1292.51) (28.1887,-780.218) (793.086,977.725) (-276.731,-524.401) (772.011,403.492) (-1848.82,332.581) (1599.06,-1464.84) (-129.825,80.6234) (604.927,20.0803) (-231.245,-1454.91) (-2051.27,-368.685) (798.051,-1440.57) (-413.099,-1521.93) (-266.997,-1537.57) (-684.954,1668.01) (-2131.24,-281.582) (1755.02,-1492.4) (-1965.09,2334.14) 
24012 (-1905.9,-2557.81) (1806.24,1523.61) (-2071.45,421.911) (-680.836,-1753.06) (-251.24,1363.81) (-378.397,1609.69) (882.606,1433.59) (-1923.5,609.652) (-126.128,1482.09) (600.059,76.9602) (18.6092,-122.738) (1733.04,1405.57) (-1859.78,83.6809) (889.381,-481.956) (19.79,285.255) (690.031,-1171.49) (76.1121,679.202) (680.639,-1410.09) (-596.854,281.227) (627.706,-314.143) (19.5071,-945.7) (-839.974,1068.34) (414.072,-560.162) (28.881,856.766) (97.8092,14.498) (-249.149,826.028) (834.155,1026.93) (-652.396,-718.628) (78.7523,1336.8) (602.73,-214.837) (70.0067,162.721) (-382.17,431.731) (516.075,-417.995) (-397.421,68.0889) (664.373,-1048.55) (-321.1,79.4806) (-405.849,-373.046) (-775.359,-48.9572) (382.553,288.915) (369.601,-301.139) (-149.662,382.464) (-93.0702,-286.558) (379.851,290.965) (50.506,-137.144) (254.191,181.941) (-468.706,549.307) (359.99,-254.387) (-162.948,-26.8359) (503.772,245.903) (-198.721,281.382) (152.832,-583.671) (-557.456,47.4722) (822.657,43.8657) (-256.31,-13.7871) (212.299,611.837) (421.832,-250.035) (9.84882,-576.681) (-303.738,195.114) (-65.0842,165.605) (-230.257,-166.312) (176.647,357.634) (-98.8944,-58.6809) (247.96,349.52) (-625,-9) (592.467,342.915) (-533.364,-250.062) (791.155,237.613) (-126.497,-395.519) (-197.3,-125.033) (182.506,384.306) (296.034,-619.26) (-330.753,-360.55) (-82.8789,120.352) (219.861,-302.322) (-350.212,112.952) (47.502,76.0122) (456.462,404.149) (-98.3508,-497.558) (107.839,545.113) (129.814,-209.82) (263.806,-44.8097) (30.0689,-106.393) (48.9887,156.053) (-80.6391,-8.14419) (243.443,56.0636) (54.3489,-93.1192) (-57.2844,87.4594) (199.548,-120.578) (-159.892,-155.216) (8.31272,-63.3089) (127.58,172.087) (216.756,-94.1554) (-239.884,-94.4771) (161.517,-109.895) (8.69605,31.9252) (-49.8299,-266.269) (-203.215,182.672) (277.527,3.74334) (53.483,-105.969) (-9.02705,132.414) (222.653,189.772) (105.572,-129.787) (80.5366,-85.448) (212.503,112.764) (-11.3386,-182.101) (102.788,-60.2451) (8.82048,-91.9201) (262.885,-51.8458) (99.4407,-243.571) (-54.4941,-3.36994) (78.8447,132.004) (179.104,49.5237) (67.0219,131.438) (-40.7449,150.112) (165.696,151.711) (276.802,135.874) (20.6402,-142.786) (3.67065,251.802) (182.992,36.4509) (-10.1118,-41.4253) (-83.6919,-18.8257) (15.2172,98.5721) (49.9552,-12.9895) (-44.9937,-69.1183) (-6.90439,104.068) (70.2539,69.1302) (31.5224,-71.4716) -130 (31.5224,71.4716) (70.2539,-69.1302) (-6.90439,-104.068) (-44.9937,69.1183) (49.9552,12.9895) (15.2172,-98.5721) (-83.6919,18.8257) (-10.1118,41.4253) (182.992,-36.4509) (3.67065,-251.802) (20.6402,142.786) (276.802,-135.874) (165.696,-151.711) (-40.7449,-150.112) (67.0219,-131.438) (179.104,-49.5237) (78.8447,-132.004) (-54.4941,3.36994) (99.4407,243.571) (262.885,51.8458) (8.82048,91.9201) (102.788,60.2451) (-11.3386,182.101) (212.503,-112.764) (80.5366,85.448) (105.572,129.787) (222.653,-189.772) (-9.02705,-132.414) (53.483,105.969) (277.527,-3.74334) (-203.215,-182.672) (-49.8299,266.269) (8.69605,-31.9252) (161.517,109.895) (-239.884,94.4771) (216.756,94.1554) (127.58,-172.087) (8.31272,63.3089) (-159.892,155.216) (199.548,120.578) (-57.2844,-87.4594) (54.3489,93.1192) (243.443,-56.0636) (-80.6391,8.14419) (48.9887,-156.053) (30.0689,106.393) (263.806,44.8097) (129.814,209.82) (107.839,-545.113) (-98.3508,497.558) (456.462,-404.149) (47.502,-76.0122) (-350.212,-112.952) (219.861,302.322) (-82.8789,-120.352) (-330.753,360.55) (296.034,619.26) (182.506,-384.306) (-197.3,125.033) (-126.497,395.519) (791.155,-237.613) (-533.364,250.062) (592.467,-342.915) (-625,9) (247.96,-349.52) (-98.8944,58.6809) (176.647,-357.634) (-230.257,166.312) (-65.0842,-165.605) (-303.738,-195.114) (9.84882,576.681) (421.832,250.035) (212.299,-611.837) (-256.31,13.7871) (822.657,-43.8657) (-557.456,-47.4722) (152.832,583.671) (-198.721,-281.382) (503.772,-245.903) (-162.948,26.8359) (359.99,254.387) (-468.706,-549.307) (254.191,-181.941) (50.506,137.144) (379.851,-290.965) (-93.0702,286.558) (-149.662,-382.464) (369.601,301.139) (382.553,-288.915) (-775.359,48.9572) (-405.849,373.046) (-321.1,-79.4806) (664.373,1048.55) (-397.421,-68.0889) (516.075,417.995) (-382.17,-431.731) (70.0067,-162.721) (602.73,214.837) (78.7523,-1336.8) (-652.396,718.628) (834.155,-1026.93) (-249.149,-826.028) (97.8092,-14.498) (28.881,-856.766) (414.072,560.162) (-839.974,-1068.34) (19.5071,945.7) (627.706,314.143) (-596.854,-281.227) (680.639,1410.09) (76.1121,-679.202) (690.031,1171.49) (19.79,-285.255) (889.381,481.956) (-1859.78,-83.6809) (1733.04,-1405.57) (18.6092,122.738) (600.059,-76.9602) (-126.128,-1482.09) (-1923.5,-609.652) (882.606,-1433.59) (-378.397,-1609.69) (-251.24,-1363.81) (-680.836,1753.06) (-2071.45,-421.911) (1806.24,-1523.61) (-1905.9,2557.81) 
24397 (-1615.04,-2840.63) (2151.39,1457.09) (-1719.75,649.51) (-266.355,-1895.1) (266.445,1073.48) (8.0138,1681.84) (1128.21,1361.75) (-1551.02,472.962) (459.489,1060.23) (777.367,-117.867) (170.398,-418.37) (2013.5,896.266) (-1574.31,-32.5005) (875.211,-969.201) (-98.9496,-220.707) (392.816,-1605.89) (114.684,497.966) (298.791,-1590.42) (-564.657,187.121) (534.165,-689.554) (-84.4139,-1186.9) (-830.14,791.823) (32.378,-782.318) (163.526,770.811) (71.4986,-101.911) (-235.925,654.711) (782.625,614.645) (-962.295,-630.376) (430.785,1177.56) (398.65,-643.381) (-157.458,141.65) (-240.598,632.701) (274.676,-518.536) (-462.128,171.511) (178.225,-1249.06) (-274.696,225.729) (-499.372,-190.089) (-641.031,236.896) (510.024,184.221) (342.615,-362.877) (42.6298,319.269) (-189.857,-294.124) (441.901,-49.7362) (-88.6111,-204.968) (247.657,127.957) (-222.42,750.864) (212.694,-708.115) (-388.403,-166.429) (361.999,94.9744) (-161.527,475.101) (143.308,-434.415) (-334.984,231.814) (611.348,-345.405) (-370.583,91.7808) (484.869,257.041) (81.2366,-508.311) (-323.44,-474.938) (-230.675,313.43) (30.4173,248.184) (-253.066,-203.627) (162.436,271.799) (-167.29,118.701) (496.517,308.807) (-325,150) (649.389,-232.194) (-747.041,0.939198) (663.011,-120.957) (-290.171,-209.384) (-221.933,81.0558) (491.77,330.103) (-149.937,-669.881) (-351.204,-150.872) (-5.79448,64.2353) (-52.2877,-352.466) (-342.049,337.362) (179.076,-10.3827) (445.017,-105.959) (-402.018,-268.738) (370.27,289.866) (-57.4591,-172.244) (46.913,-123.218) (0.136047,21.0075) (84.7678,216.129) (-39.0464,154.657) (143.532,-248.604) (-241.206,-46.6133) (148.739,268.085) (278.948,-127.037) (-299.022,-193.967) (-125.57,140.197) (250.131,-12.2819) (134.708,-82.114) (-348.02,-95.8356) (-46.1695,-127.181) (-36.6725,152.208) (-161.402,-95.2994) (-19.1728,184.657) (116.391,-133.296) (2.40268,-43.4809) (80.8788,160.041) (394.564,-35.1295) (-66.6608,-114.232) (-90.8025,-174.533) (151.184,90.2404) (-112.748,-147.073) (12.5374,-161.77) (-37.1863,27.2211) (77.1917,-96.1992) (-14.6407,-130.3) (-52.8534,-95.1006) (-102.701,41.8395) (89.0461,108.291) (209.766,-15.1816) (-71.7507,38.8175) (13.3779,-8.77328) (298.02,-17.3387) (-181.608,-9.6016) (106.008,100.218) (247.013,61.4653) (-3.28334,-86.0086) (-86.733,83.8591) (179.515,139.531) (96.6824,-139.915) (-168.315,-123.73) (105.78,19.3482) (93.3535,12.6101) (-152.157,17.8553) 137 (-152.157,-17.8553) (93.3535,-12.6101) (105.78,-19.3482) (-168.315,123.73) (96.6824,139.915) (179.515,-139.531) (-86.733,-83.8591) (-3.28334,86.0086) (247.013,-61.4653) (106.008,-100.218) (-181.608,9.6016) (298.02,17.3387) (13.3779,8.77328) (-71.7507,-38.8175) (209.766,15.1816) (89.0461,-108.291) (-102.701,-41.8395) (-52.8534,95.1006) (-14.6407,130.3) (77.1917,96.1992) (-37.1863,-27.2211) (12.5374,161.77) (-112.748,147.073) (151.184,-90.2404) (-90.8025,174.533) (-66.6608,114.232) (394.564,35.1295) (80.8788,-160.041) (2.40268,43.4809) (116.391,133.296) (-19.1728,-184.657) (-161.402,95.2994) (-36.6725,-152.208) (-46.1695,127.181) (-348.02,95.8356) (134.708,82.114) (250.131,12.2819) (-125.57,-140.197) (-299.022,193.967) (278.948,127.037) (148.739,-268.085) (-241.206,46.6133) (143.532,248.604) (-39.0464,-154.657) (84.7678,-216.129) (0.136047,-21.0075) (46.913,123.218) (-57.4591,172.244) (370.27,-289.866) (-402.018,268.738) (445.017,105.959) (179.076,10.3827) (-342.049,-337.362) (-52.2877,352.466) (-5.79448,-64.2353) (-351.204,150.872) (-149.937,669.881) (491.77,-330.103) (-221.933,-81.0558) (-290.171,209.384) (663.011,120.957) (-747.041,-0.939198) (649.389,232.194) (-325,-150) (496.517,-308.807) (-167.29,-118.701) (162.436,-271.799) (-253.066,203.627) (30.4173,-248.184) (-230.675,-313.43) (-323.44,474.938) (81.2366,508.311) (484.869,-257.041) (-370.583,-91.7808) (611.348,345.405) (-334.984,-231.814) (143.308,434.415) (-161.527,-475.101) (361.999,-94.9744) (-388.403,166.429) (212.694,708.115) (-222.42,-750.864) (247.657,-127.957) (-88.6111,204.968) (441.901,49.7362) (-189.857,294.124) (42.6298,-319.269) (342.615,362.877) (510.024,-184.221) (-641.031,-236.896) (-499.372,190.089) (-274.696,-225.729) (178.225,1249.06) (-462.128,-171.511) (274.676,518.536) (-240.598,-632.701) (-157.458,-141.65) (398.65,643.381) (430.785,-1177.56) (-962.295,630.376) (782.625,-614.645) (-235.925,-654.711) (71.4986,101.911) (163.526,-770.811) (32.378,782.318) (-830.14,-791.823) (-84.4139,1186.9) (534.165,689.554) (-564.657,-187.121) (298.791,1590.42) (114.684,-497.966) (392.816,1605.89) (-98.9496,220.707) (875.211,969.201) (-1574.31,32.5005) (2013.5,-896.266) (170.398,418.37) (777.367,117.867) (459.489,-1060.23) (-1551.02,-472.962) (1128.21,-1361.75) (8.0138,-1681.84) (266.445,-1073.48) (-266.355,1895.1) (-1719.75,-649.51) (2151.39,-1457.09) (-1615.04,2840.63) 
24701 (-1313.58,-2935.26) (2307.66,1268.68) (-1606.64,708.731) (46.1888,-2140.42) (677.357,732.489) (364.876,1659.87) (1300.36,1181.5) (-1508.21,355.116) (749.229,680.229) (778.515,-326.473) (39.7806,-485.404) (2032,516.971) (-1474.26,-189.393) (591.745,-1227.35) (-358.333,-281.891) (-24.0818,-1620.4) (204.707,555.475) (-44.0998,-1693.23) (-464.221,125.582) (560.432,-992.687) (-253.325,-1272.36) (-838.4,924.165) (-225.693,-779.366) (215.319,770.344) (-67.3768,15.6488) (-219.217,886.223) (856.906,600.603) (-1044.35,-329.103) (630.968,1075.86) (196.935,-584.067) (99.7402,290.036) (226.312,775.013) (339.393,-548.471) (-192.501,204.943) (-44.6081,-1353.1) (-76.3005,325.099) (-440.501,-101.658) (-379.507,376.551) (663.581,-178.898) (119.507,-615.101) (119.544,345.312) (-214.602,-213.759) (386.177,-255.915) (-144.254,-276.725) (198.415,-100.662) (-102.352,755.192) (-136.275,-679.568) (-373.413,49.4799) (562.458,98.4306) (312.032,345.316) (-172.323,-650.727) (-450.521,169.956) (186.37,-629.081) (-388.586,407.119) (559.804,214.86) (-212.84,-529.614) (-635.685,-258.779) (65.7015,507.177) (110.894,83.1013) (-274.702,30.8504) (279.411,231.112) (-74.8265,283.345) (565.332,137.141) (40,385) (369.638,-476.821) (-541.778,536.23) (744.226,-522.806) (-72.9657,-30.9789) (-152.256,-0.971713) (320.42,-49.4876) (-571.634,-483.748) (-236.879,212.036) (124.569,-29.1687) (-226.541,-229.832) (24.2188,404.567) (169.399,-114.999) (326.794,-556.034) (-615.299,90.1124) (546.271,-15.9887) (-118.803,-21.4722) (27.8206,-235.876) (-121.55,61.7308) (73.8802,100.953) (-113.326,336.37) (71.6638,-64.0329) (-96.7808,-38.9639) (371.595,99.0467) (-13.8681,-106.422) (-224.454,70.0655) (-144.681,138.397) (270.427,-124.814) (-118.05,-73.084) (-146.44,165.545) (-23.7258,-119.642) (19.4179,109.15) (-134.312,123.013) (279.787,162.765) (5.92716,-145.735) (-13.3585,160.637) (148.359,-61.5097) (162.755,-206.32) (-60.0884,91.449) (-68.6836,-37.7728) (149.324,-201.769) (-189.57,-132.679) (-113.324,-121.663) (-38.256,152.214) (-50.3703,-215.61) (-193.977,-52.2857) (-41.47,-37.7803) (-4.67541,-65.3778) (52.2971,-67.3533) (59.2637,-166.081) (-107.578,52.6142) (-82.1577,-83.5143) (208.205,-67.5722) (-140.994,61.7052) (109.065,-100.996) (82.1634,61.3402) (63.6504,31.9745) (59.7172,84.2909) (177.956,-48.7754) (99.4793,-79.2627) (28.2512,-32.0436) (163.676,-165.939) (52.0724,8.3379) (-60.5051,45.7509) 219 (-60.5051,-45.7509) (52.0724,-8.3379) (163.676,165.939) (28.2512,32.0436) (99.4793,79.2627) (177.956,48.7754) (59.7172,-84.2909) (63.6504,-31.9745) (82.1634,-61.3402) (109.065,100.996) (-140.994,-61.7052) (208.205,67.5722) (-82.1577,83.5143) (-107.578,-52.6142) (59.2637,166.081) (52.2971,67.3533) (-4.67541,65.3778) (-41.47,37.7803) (-193.977,52.2857) (-50.3703,215.61) (-38.256,-152.214) (-113.324,121.663) (-189.57,132.679) (149.324,201.769) (-68.6836,37.7728) (-60.0884,-91.449) (162.755,206.32) (148.359,61.5097) (-13.3585,-160.637) (5.92716,145.735) (279.787,-162.765) (-134.312,-123.013) (19.4179,-109.15) (-23.7258,119.642) (-146.44,-165.545) (-118.05,73.084) (270.427,124.814) (-144.681,-138.397) (-224.454,-70.0655) (-13.8681,106.422) (371.595,-99.0467) (-96.7808,38.9639) (71.6638,64.0329) (-113.326,-336.37) (73.8802,-100.953) (-121.55,-61.7308) (27.8206,235.876) (-118.803,21.4722) (546.271,15.9887) (-615.299,-90.1124) (326.794,556.034) (169.399,114.999) (24.2188,-404.567) (-226.541,229.832) (124.569,29.1687) (-236.879,-212.036) (-571.634,483.748) (320.42,49.4876) (-152.256,0.971713) (-72.9657,30.9789) (744.226,522.806) (-541.778,-536.23) (369.638,476.821) (40,-385) (565.332,-137.141) (-74.8265,-283.345) (279.411,-231.112) (-274.702,-30.8504) (110.894,-83.1013) (65.7015,-507.177) (-635.685,258.779) (-212.84,529.614) (559.804,-214.86) (-388.586,-407.119) (186.37,629.081) (-450.521,-169.956) (-172.323,650.727) (312.032,-345.316) (562.458,-98.4306) (-373.413,-49.4799) (-136.275,679.568) (-102.352,-755.192) (198.415,100.662) (-144.254,276.725) (386.177,255.915) (-214.602,213.759) (119.544,-345.312) (119.507,615.101) (663.581,178.898) (-379.507,-376.551) (-440.501,101.658) (-76.3005,-325.099) (-44.6081,1353.1) (-192.501,-204.943) (339.393,548.471) (226.312,-775.013) (99.7402,-290.036) (196.935,584.067) (630.968,-1075.86) (-1044.35,329.103) (856.906,-600.603) (-219.217,-886.223) (-67.3768,-15.6488) (215.319,-770.344) (-225.693,779.366) (-838.4,-924.165) (-253.325,1272.36) (560.432,992.687) (-464.221,-125.582) (-44.0998,1693.23) (204.707,-555.475) (-24.0818,1620.4) (-358.333,281.891) (591.745,1227.35) (-1474.26,189.393) (2032,-516.971) (39.7806,485.404) (778.515,326.473) (749.229,-680.229) (-1508.21,-355.116) (1300.36,-1181.5) (364.876,-1659.87) (677.357,-732.489) (46.1888,2140.42) (-1606.64,-708.731) (2307.66,-1268.68) (-1313.58,2935.26) 
24509 (-1314.16,-2878.44) (2045.66,1036.09) (-1910.34,962.514) (118.095,-2082.39) (735.632,661.678) (545.117,1916.16) (1544.36,1151.65) (-1573.1,439.229) (910.075,667.949) (760.125,-539.425) (-104.119,-360.147) (2065.21,450.268) (-1617.87,68.602) (314.554,-1092.35) (-165.399,-231.051) (-259.678,-1561.11) (485.07,769.69) (-151.714,-1817.61) (-492.323,83.4425) (529.518,-1138.1) (-463.827,-1274.49) (-692.664,1196.63) (-235.213,-653.078) (217.114,616.619) (-74.9144,235.307) (39.3576,744.745) (818.652,356.113) (-1053.71,42.1839) (952.969,787.199) (80.8603,-602.414) (395.085,167.469) (312.593,345.558) (3.39579,-739.303) (-191.512,86.4512) (-669.151,-1101.66) (51.6149,591.918) (-396.015,120.25) (-231.421,674.837) (637.914,-357.079) (-179.283,-650.708) (320.789,388.087) (-140.306,-138.283) (207.614,-334.07) (-82.6449,-221.18) (171.734,-286.027) (189.496,783.247) (-366.965,-612.302) (-318.816,155.626) (556.25,-301.189) (174.789,162.169) (-695.607,-320.331) (-224.762,575.253) (55.1759,-460.377) (176.882,554.374) (714.318,-261.722) (-386.772,-421.135) (-564.521,39.7984) (259.642,417.087) (245.421,4.03636) (-248.809,150.035) (301.255,52.1877) (11.7326,404.345) (544.858,-325.713) (113,402) (46.5424,-392.744) (-152.235,751.173) (245.045,-898.044) (-72.3835,195.183) (-82.8127,220.069) (212.233,-175.435) (-506.013,-71.6435) (-3.65411,315.386) (77.6101,-100.719) (-421.855,-126.393) (271.188,258.152) (-50.2577,-74.9562) (1.99648,-533.987) (-505.233,417.114) (541.278,-233.107) (-115.024,41.5784) (-134.881,-188.842) (-47.4834,143.769) (329.552,-89.2317) (122.858,170.65) (-88.8605,-211.357) (-179.698,57.0092) (270.984,64.1494) (-177.529,-42.195) (23.8304,341.406) (193.639,-42.732) (144.202,-259.486) (-237.894,-73.8177) (115.559,256.321) (-122.006,-74.0445) (93.8117,75.3447) (35.4071,163.558) (237.219,-133.77) (-162.396,-53.2747) (-51.1024,154.542) (115.203,-61.9551) (-18.245,-155.546) (-12.5532,54.7147) (-100.008,138.195) (50.9362,-230.489) (-119.496,169.544) (-15.0819,107.103) (105.275,-31.0182) (-206.7,-116.753) (-160.027,97.9324) (-55.4488,-13.8638) (52.3397,-69.245) (-86.4817,-143.155) (-134.329,-73.3566) (125.195,125.186) (71.5368,-83.9563) (-107.649,-81.0223) (91.3577,78.3961) (77.7804,-194.771) (-47.6234,-72.5585) (36.2826,80.1307) (141.581,-124.267) (-94.9415,-190.007) (4.28038,143.923) (194.306,109.751) (86.8078,-222.977) (-14.5117,-39.5105) (73.2678,66.9375) 33 (73.2678,-66.9375) (-14.5117,39.5105) (86.8078,222.977) (194.306,-109.751) (4.28038,-143.923) (-94.9415,190.007) (141.581,124.267) (36.2826,-80.1307) (-47.6234,72.5585) (77.7804,194.771) (91.3577,-78.3961) (-107.649,81.0223) (71.5368,83.9563) (125.195,-125.186) (-134.329,73.3566) (-86.4817,143.155) (52.3397,69.245) (-55.4488,13.8638) (-160.027,-97.9324) (-206.7,116.753) (105.275,31.0182) (-15.0819,-107.103) (-119.496,-169.544) (50.9362,230.489) (-100.008,-138.195) (-12.5532,-54.7147) (-18.245,155.546) (115.203,61.9551) (-51.1024,-154.542) (-162.396,53.2747) (237.219,133.77) (35.4071,-163.558) (93.8117,-75.3447) (-122.006,74.0445) (115.559,-256.321) (-237.894,73.8177) (144.202,259.486) (193.639,42.732) (23.8304,-341.406) (-177.529,42.195) (270.984,-64.1494) (-179.698,-57.0092) (-88.8605,211.357) (122.858,-170.65) (329.552,89.2317) (-47.4834,-143.769) (-134.881,188.842) (-115.024,-41.5784) (541.278,233.107) (-505.233,-417.114) (1.99648,533.987) (-50.2577,74.9562) (271.188,-258.152) (-421.855,126.393) (77.6101,100.719) (-3.65411,-315.386) (-506.013,71.6435) (212.233,175.435) (-82.8127,-220.069) (-72.3835,-195.183) (245.045,898.044) (-152.235,-751.173) (46.5424,392.744) (113,-402) (544.858,325.713) (11.7326,-404.345) (301.255,-52.1877) (-248.809,-150.035) (245.421,-4.03636) (259.642,-417.087) (-564.521,-39.7984) (-386.772,421.135) (714.318,261.722) (176.882,-554.374) (55.1759,460.377) (-224.762,-575.253) (-695.607,320.331) (174.789,-162.169) (556.25,301.189) (-318.816,-155.626) (-366.965,612.302) (189.496,-783.247) (171.734,286.027) (-82.6449,221.18) (207.614,334.07) (-140.306,138.283) (320.789,-388.087) (-179.283,650.708) (637.914,357.079) (-231.421,-674.837) (-396.015,-120.25) (51.6149,-591.918) (-669.151,1101.66) (-191.512,-86.4512) (3.39579,739.303) (312.593,-345.558) (395.085,-167.469) (80.8603,602.414) (952.969,-787.199) (-1053.71,-42.1839) (818.652,-356.113) (39.3576,-744.745) (-74.9144,-235.307) (217.114,-616.619) (-235.213,653.078) (-692.664,-1196.63) (-463.827,1274.49) (529.518,1138.1) (-492.323,-83.4425) (-151.714,1817.61) (485.07,-769.69) (-259.678,1561.11) (-165.399,231.051) (314.554,1092.35) (-1617.87,-68.602) (2065.21,-450.268) (-104.119,360.147) (760.125,539.425) (910.075,-667.949) (-1573.1,-439.229) (1544.36,-1151.65) (545.117,-1916.16) (735.632,-661.678) (118.095,2082.39) (-1910.34,-962.514) (2045.66,-1036.09) (-1314.16,2878.44) 
